Rank,Player ID,Player,EX Rating,Charts Rated
22881,eAmXigfjJvz65fJG6GquQUWORvgV,Doughryen,2.271,7
22882,eAlTe3SzqGlNkmfjImfHtgpGSJgz,Enoch,4.100,23
22883,eAlFAIvfJwgFHjcYoSkxkU8vDtxc,Static Int Husp,3.809,179
22884,eAj0gZ3IqHcfB9ZvUPiSErF8xPkR,Nexus,2.204,4
22885,eAaSyUDXYadoMitRZmVoGbOeUVE6,Zhin,3.924,32
22886,eAZPp0mwJPfX7vqKA9SQNamewBMv,Sambloni,3.882,20
22887,eAXHNRSoUGcW3keV6lirOOUFSNoV,loginqueue,2.014,1
22888,eAVrCfgEbdNFAgV9jUHgRyFvWupT,AspenCatkins,3.982,39
22889,eAQ7x1oSV4gePFGT1hMRJkMepZaO,Mash,3.209,14
22890,eAPUgOUmQDCR8vbsx20EUV2rrcTf,smaller-brandon,4.137,39
22891,eALRbZPvwodeXwfMjqctqsuMwfcE,Fakenamington,3.641,26
22892,eAH6byDUm3LisSnuWCvpF8lgPE2X,カント,2.513,9
22893,eAEdNe4Ld0VW68CMU1fpZYWyGB7c,thedamlost,2.083,2
22894,eACfHTsA0DPUBZ48bHRUzDRpTgfK,The Intern,2.277,11
22895,eA8rG21fhikJ79Hs6e72gdoONxLn,Melomaniash,3.441,30
22896,eA8GEgAO9Xs4TyMlb9ZyrOnf9RSb,Seabass,2.104,5
22897,eA35ptND8qYonANLZcx7odi9v3dR,OrzaRound,2.134,5
22898,eA332LEOU2grDy1O5JnAwb1gnriS,olivegrove,3.664,43
22899,e9y5bI1EWMKfe4fThUn0Swtv113M,sentwaffle,4.878,132
22900,e9uKkUwDbejTQG3WttKUJrFylbmI,Yolaneuh,2.589,7
22901,e9sDmwu6ndazKGThwpCL1epBChhN,VENOM760,2.019,2
22902,e9lC6seonX8C3n4Z8GClKhNDCmzV,bikel,3.680,21
22903,e9aJj2DFlORWZhVKWIg4InHLmfmH,HaffenLol,2.270,4
22904,e9YmYsFxmoxm4oX7a6ZFQcFAvceU,veronicarwalter,2.983,23
22905,e9XfCHRDCgchKJSVZw19qweAcdWU,pame26lost,2.002,1
22906,e9TLbz2tWiXuRP9yLOtuXRzSNoYW,fen.exe,2.215,8
22907,e9QETjM58feik0czff1vF5UpUgpK,Arieh,2.491,8
22908,e9NUVCXWoQbotMBYBuIBj6oYZ8Dg,ninjacool,4.839,177
22909,e9H4QsngNRx8COnWeN3plf6MLWTb,Ooshichiii,2.648,14
22910,e98TzjLqvb8ZrSu6ZQh01xr97Zft,ivo,2.921,13
22911,e93X8pqkQf5CHWh2hTQeuZojen3R,hako85,4.585,150
22912,e90mY6zDM5pg2Qm8OiE75N5QM6KR,it's lexuto!!,2.134,3
22913,e8y6sNlHFgzJ5jXnFvL8DB7MOsHz,Yura Vespera,4.662,47
22914,e8pMw4D7R7tHTvLspctM886SWaMh,ExPear1ment,2.448,8
22915,e8hdGWhE3dDRvMCnjZNyTUxUbQHI,._.,4.219,35
22916,e8WrrEWjwwDL0s35UOY8pOCW0pFd,Nobody,4.097,65
22917,e8VjedMRJRXjOtdZil6HxanassGA,Quentin Quarantino,2.238,3
22918,e8VaUbzABLgM9pqSMbYMTTyDcVOR,Timtams,5.520,47
22919,e8VU5telu5MYcnkjDhczYuvEiZZ3,CelestialGloaming,3.400,27
22920,e8OmwXbCG0jecxXl4qKUbMeBwqtv,Broken_Fanatic,2.039,1
22921,e8JU5TUvRJIx8hXNhEPXwbM4dyDs,Ayethin,2.052,2
22922,e8HMeB6ag0KUy4PhLCjQG7sdT4v5,spaceboikoma,2.996,16
22923,e8Ef1Pk1bD4TJYzi29WdZQX5g8Ko,Neo_Wing,2.265,4
22924,e8Dna3WPRFgipRVdgLPfDsMY1eoY,tgirl swag,2.018,1
22925,e8CmkQYZsR9jJH31k32wZljn0zx7,youfarts123,4.780,81
22926,e87MiGWx8GK7x0WALQttqLpv5cyE,Ittan-Momen_,2.285,8
22927,e7yKaZKRgoZsBP4pFaxc13ts1lpO,Jean Mean,2.062,6
22928,e7ro6NwK82NDCsi8QSND9blKzrAq,Sir Raptor,2.510,7
22929,e7le702fD233UvMi0PySLjWu1yjn,Mekeber,3.981,61
22930,e7juplGh7x76Di5IpYestuthIHKr,Clockaru,3.296,23
22931,e7cYjXdi5ytGZUfe2SSTpHiKoROz,zamsire,2.210,5
22932,e7Y22t1T4TENV0bz8hnR83zKk2Ii,igrat,4.785,88
22933,e7UEeiSZ74qg9exxZFAxaJzd3XHx,ghoulbroth,3.483,53
22934,e7SqGkb0O5DfShxVLKUNNZC7LC2B,Intake,4.398,66
22935,e7RzE3GtPz0FNAVattn4pKHk5mjy,LitPotato57 (Stan),4.070,55
22936,e7LxN69xpDOxLMKCvNoI0cxoIKLx,silence,2.267,5
22937,e79bfNDoElAyk3YTz3uAagaWVtuP,human-sincarnate,2.552,9
22938,e73RzXELMdvZB5PMaUvCocyP7p9o,Clad Corpus,4.010,90
22939,e71CX7AidPLp4iMdfRMPMiLUxnrj,ShaneDuMane,2.243,12
22940,e6yjjCjK8xf5dJaUAHFEQsLltRyV,Untirrim,2.214,8
22941,e6wcsFmcneWFvVsJrc0pk2JAAMi2,the portland pickle,2.026,1
22942,e6rjRIfqx0H7Pwr1OALFLE2EFLFG,captN Bill,2.057,2
22943,e6rhuG0YyRffCX60MSzcQIVGa2cm,DontBlink115,2.179,7
22944,e6nXjYNGFE2OBQKjrAttBsKDHQMb,Massive Fridge,2.506,9
22945,e6h9SXvUnJVpaZ8uq0Mxm54XPOHE,Entro,2.134,5
22946,e6fqdUM8W6YMYt6LPLjBn106i1si,Ignotus,6.457,300
22947,e6VoqBNt9fGSXKqRnX0jUDlBZy4Z,EnemyRock12,2.810,24
22948,e6TAFMxYdijs8vRhAf8Y1BUrHaPR,Blinks,2.042,2
22949,e6M5tkiqbLudPRSSJLbqUpkAlz0Y,mmarsbars,2.074,3
22950,e6HXHeE8yvjINcJaIia273FeeBDZ,Mariokidgamer,3.312,23
22951,e6H6pvS0YJSSNKLtySAR4DWm2GbF,Hoarfrost,4.088,40
22952,e6EUzkjtcCYhEsU46l47Lj8veeHH,Wind_Waker__,2.004,1
22953,e6Boju7d3B17tpakr2wGtxRwN1zj,Coats,2.155,6
22954,e6Bgux4tGXHyQlv7MB2r5DNBFpdJ,DrekTheWizrad,3.669,42
22955,e6A16WbbaOplFu2dUnDOvrAvDJB8,ʚ♡ɞ {{ Alex :3 }} ʚ♡ɞ,5.855,107
22956,e67irCbARCMPKMQRg9WQEdvjdga1,Mononoke | LK,2.052,2
22957,e622an2f9wSnwwA7S2ZHTTEJS4ft,fshy_matt_sweet,3.636,24
22958,e5v3up7oE1JrbBuNtHtgeByvkq19,KillWill,2.197,9
22959,e5u0jmEvuR3P2fjqVSbHIloQxqMD,EstrogenAddict,3.906,52
22960,e5qUINnM4ijVyN2N32w7DIvoabCr,Ace,2.049,4
22961,e5nNHiuFJvh7ItvMHr36nnnkaEaz,Heen,6.072,53
22962,e5huRUIeZRt2xMbNlZg6Pqa74RxV,Reru,2.992,59
22963,e5hHrES7c5FxrtLHzdpKKqySmjPf,OhNitzy,2.454,8
22964,e5h6CYwtdGqIiUcuyXMAVpXq30Ts,Storm Vision,3.746,28
22965,e5aAD7MKRWpXVqehlk76TG7o8w0D,kiritomato666,2.137,7
22966,e5SkOYyIWN7yyZHjIwq1GrPsfVB5,taint licker,2.447,15
22967,e5Qh05AEgwaBLOla0S6ALg9jx4QV,lily of the lake,2.467,15
22968,e5LHWEwifgNw7riHvqPGnEVP06Ut,envisioneer,2.682,12
22969,e5GCS1VxVegHXa4dCi9ldwGfrGQ2,ocratheknight,5.070,46
22970,e5AnjUz9mesimVstINSQY0dfv0sC,matthew76321,4.162,29
22971,e56cCqGKHJIDowXVmwKiCsMi3uJO,Smurrowz,2.101,6
22972,e4xeDoTqeMcZynKQvzs2synTWMNi,jipraltar,5.736,128
22973,e4lYaMHn82bS6yvus4kDoVpIbCzw,Marshmelly,4.380,73
22974,e4gIEdWVCEBWh1NAdy2EVQ9vXj09,Bomerang,2.016,1
22975,e4f5UmyutqsgP0n3CsfPSBCi3aI8,lala,2.017,2
22976,e4b5NS0N0AWiZfJQOFmDRW8MNy8A,Absolute Man,4.192,78
22977,e4YJJbpX9MJ4HrrFTxrNLmJDkt7n,SomethingSomethingSka,4.737,50
22978,e4WtGXIgmi2QuuW77SNjnzKZ1V28,Dauz,2.009,1
22979,e4P7a5sAKW5FGpZ9IqxOqASgHPFw,Gekko,2.469,19
22980,e4KF6nuqBNKjeyae2sSYzno28pEI,Vaporeon,11.409,238
22981,e4K6aLJqs35ejRzMdNKWpijoJpBQ,bitchgaming86,2.121,2
22982,e4HqUvmUWvAbFgDRR4Jl0Y3uVncT,Socom2,4.206,39
22983,e4GSosIt2jl7LcDdCUqZ2PZyVidI,aceofblades,2.135,4
22984,e4ESfYUadHmlCN239Pl65NlTrxBY,McCanicle,2.276,7
22985,e4AmGpnRARkvpRBD5WKtROXba2RG,claimingagate,3.745,52
22986,e47KHnFCwIvEs1Job4ZR4QzdFmCm,gingerloaf,2.070,5
22987,e42HI1ymkina6BuFNLAYvXU9Mo40,SOLID_Dave001,2.040,2
22988,e3zGmsvs3sKv4VVihPduMm5FaHG7,Cheeseypi,2.086,3
22989,e3z8vKUr5zH9rDfHfIWlAamchA9h,Parabole,2.819,12
22990,e3wyOeooOk1NKUDlcU8sxYM5igj7,Akari Stars,3.409,43
22991,e3vjlbgj316KLYvlmyy81dtJBBUv,Railgun5,2.021,1
22992,e3tUHawKMGOaQPjhsvMs0p4yYapx,Dunko,3.933,31
22993,e3tR1OK6Di4WnvaA3IH2MqG54Nq1,Dirt12King34,4.101,39
22994,e3tNuEML74UG6TEyL2vcTaGx2X2t,feldbiss,5.272,151
22995,e3nltSzfS2Vb2cEk55K3Nk33Kyo0,2568206918,2.002,1
22996,e3m5YFFcDHVXlwUr8AsKpXddt7aK,MOI_STo,2.366,20
22997,e3cW4qvH5acctySa2NMI4zP8QHpD,FuriousPiss,5.391,101
22998,e3bYvuWt3nW9aJCUmXJbp2E7o7gP,Antegritty,2.019,1
22999,e3BDUWMEP4PVnYgP98w9RWwPHqXn,Zoros,3.718,20
23000,e3B39Bu2J6AVYPnaDrVp1wvRwDEO,BizarreDay,2.361,7
23001,e2xKwhPQoczY3GbRbywzsXwAvRqJ,PinotNoir42,2.046,1
23002,e2wpNissuoTybPCypWmSi08za94k,Armored Prophet,2.115,3
23003,e2pmAXXz7UPxS8JhW4YhS1oQto1b,33introvert,2.953,22
23004,e2dVpTEepTEBJmtsllOz6OyYFQor,Epicjeong,9.803,109
23005,e2crkIZLAVBGxCCBnsDONc0auxHu,TNT1413,2.951,80
23006,e2Zzv96N3MVSWZvPQ51XeH466t2R,Kamkoloko,2.154,8
23007,e2ZCw4m5ioVlfBUEOEnYb2VZSG4D,Moon4700,2.850,26
23008,e2Stu5vKdlvIUH6JLS7RJ1Johr8S,zapehskull,2.047,2
23009,e2RC5tCUCIMacDK0ORExpDOOVoMN,jon gaming,2.047,2
23010,e2OMQaQFN1LfuXXMKAqrsFBRAcKv,Heke,2.194,7
23011,e2LJPa7xoLnRQAfTqIkwqlgMOFMP,MauRice77,2.572,6
23012,e2JAO2xWctpniQPFuY9HKxRuoXt8,Linkin,3.864,65
23013,e28sjxNssice9j4av3KLUOymE0ap,Evie,2.165,10
23014,e27joHphDNblm6fBIaMOEyUTtXZk,Nikomega,3.739,53
23015,e24qS8qNkGToY0rfBR6J5Q7ynmHh,Hero,2.913,13
23016,e22bPvuPBcbZA0qLIbjISjEDM19H,KirKirGamig,2.006,1
23017,e1zcWt8ROzT81zryosXPaq8Bazz2,Jaxon,3.579,13
23018,e1xbqHOX90w89wsoWrfp0tGL1cFz,Nabbitz,2.003,1
23019,e1n0TjJiF4CD2gEIDTNc1Us5hMES,lvkeulen,2.005,1
23020,e1mVqRy20zig1TSUm06YoDtQl0jy,Webber192,4.614,89
23021,e1mKmdHijRof7OhmtID3cFGRT2sH,Marjora,2.245,5
23022,e1kCSidMQomHU6KbvQ5GGkoGDncW,memeboy2009,2.653,15
23023,e1h0qh1r93bFyacn69OTjoP4zB43,Delamox,4.105,54
23024,e1aR5ndcTBidOLpZ5h04kLswQXse,TerraReborn,2.158,6
23025,e1ZX7mqj2TCVuJ9UlV2PcmzwDm3j,reback,4.298,45
23026,e1ZTm6NhyCSMffiiVoXnRVZaDHNq,Liscor Fujoshi Society,5.181,111
23027,e1XJuSGvQaoPmiVh50WHzLD0HSNN,Kyan_Cookie,2.817,12
23028,e1OnqrdhVRcnb1TPUVztyRdV0VP2,Pattapun,3.519,22
23029,e1LeneGF6i86DxlsjCWSn0zI9DIy,petit poi,3.930,52
23030,e1GQc5SKQl3QT2e1KNhsZuVxHDQJ,d0Not,4.662,30
23031,e1FT8KNL6gQyGpjM1sYbwVEXBO4W,Hitoshura,5.757,152
23032,e1EyNiMSQx8xTM93vhn4uxnyP1LD,Th3rav3n_8010,5.884,55
23033,e1EnEudqGIGd9i2zdaR5TvrPevPV,KJCantCarry,2.012,1
23034,e17F8kWwdHW5r6Jn28yePogPn5lZ,Pingboy,2.421,11
23035,e16n4hZ9sQYDQlKtpmSvWJ9pNZR8,神-JIN-,2.069,5
23036,e12kuNL8vjps10pX9vishNFiPpUM,King_Kitazawa,2.046,3
23037,e12cbb9by3PjmTlOs6smM7JBJYEU,DemonMGB,2.241,5
23038,e0vPz2639MeS8hDL6t1GQ8Ikjkeo,Thekingtut1234,3.093,20
23039,e0tKlnJmrE1sGok56E13a9vxoBki,Charis,2.006,1
23040,e0qvQlBQ45WwfZbMAkjhOkWVWLq7,jasercise,2.210,2
23041,e0ixzTi97Ih5Q10wa097OmNPhbFL,Aquatique,3.670,29
23042,e0fla3cfZp4qZZ06zDVZ4TMqXmq6,- Nonoh ノノ,3.373,35
23043,e0aCnWYKPQ1SZuwEuaLgnwT3T1xj,DylanGaliart,4.702,63
23044,e0ZvdRSprkpRGLD6UaqnMlKGbfe4,jeff gravy,2.448,11
23045,e0Ykqzw6Ca1e0OCVhBNLUxXP6iyk,Scottford,2.263,8
23046,e0W8zS0BhzRKoEp6zhK3z53mvQTm,blaze_score189,2.016,2
23047,e0T5wdiIRPL7qCe2U5UWOyhytWUH,Daniro,2.689,19
23048,e0RDLji1WNXa3Ljl3R55sDP1HEe4,7 cent shrimp,6.496,60
23049,e0Pk6Wu9ygMwxnWOENnYlGifKn2t,KoopaBoi64,2.061,6
23050,e0Ly78Ec6IUSF8SDxwYCaaOj2Gck,dogeeatschicken,2.693,12
23051,e0GA7XN1SkpXsDrXxNKxAhURogbg,all_the_deer,4.831,63
23052,e0F3HGRSUbQddcArIbdHZwtY3rqf,3n_K.1,4.849,152
23053,e018FKfmxp3dx8gyOXuwfHo11Dfo,FutileJarl13285,2.004,1
23054,dzzS5p2xzmq2zPdw2SjIpikd27kF,Enkill7740,2.122,7
23055,dzt4DpBH7wKMkf0SJsiImkimZzEO,Horchata,5.242,45
23056,dzsSENIsDrb8rk7OQ0XIYXTlgvau,J4^1,2.014,2
23057,dzjvJMfT6wyISCAtZ20P15XLKpwi,R9ronoaSolo,2.524,21
23058,dzeRFMyopgz3rIgeEQIYDQkjHxFg,sineman,5.196,39
23059,dzcOWiXu3nQblWH1ZFcwibFCT7sb,Its Hydraz,7.334,205
23060,dza8aFxvs66onWBW4J7aaynbbGP2,Akarry,2.337,6
23061,dzV1k7dITXkvN1treaKsjb3zVony,Hellotherelittlelight,2.061,8
23062,dzKWAKd2DCv0jacARtUigc67DgC2,"Pa, pa I'americano",2.003,1
23063,dzBSiNpUs12eCZD9HqIqNDdwFZPs,TvTBread,2.763,9
23064,dyzk0z2mk8HOUFZGulWVD8ng8q7q,GregorSarajinae121212,2.599,6
23065,dyxSqWxYIMftcgbWTmnz2qplxsUD,Somonyo (Trans Rights),2.257,4
23066,dynqxD3v1lJI7hP2UT1mChI4Yx3G,Kappa_Nitori,2.135,3
23067,dyhw019eYzjhCnOS1HHpZjBtXYpz,danseur,2.042,1
23068,dyhNRfm3wgBOOF11pkih41OsSqOB,shrimppot,4.280,41
23069,dyg5xqA5zFm3swzwlsztKXxGaZxK,Splatda,2.472,18
23070,dyYbtgh3itub2rvw9HnBPzKNsDc8,Sayokai,3.307,14
23071,dyXfaOfySU6WLld8IhrJkZk5dCHC,spaceplosion,7.268,130
23072,dyVeltOORMQ7FNLUNoNYaghdq0bw,Nossirah187,2.188,3
23073,dyUPIbwCzsaqVHTTZjGWTULIdU4h,H0L0_Knight,4.231,38
23074,dyS2y4fZGzHDa5ZySn80W3rQp7ly,astralsomnus,2.855,15
23075,dyRJPpIYcyTrBwFs1NG21ElnKpmo,𝕾𝖔𝖓𝖌𝖔𝖗𝖆𝖍,2.021,2
23076,dyQNd91wxBuxkpi9gM0x6p2f3QMO,shadowgruntkia,2.006,1
23077,dyM3ZgqjTD4FI0WPpLsJyHzN8Ojc,WerewolfHide19,2.156,4
23078,dyLxeipBqIkvqi6alZ5j4xPIJp7w,Tar,2.002,1
23079,dyJrylgAbddnptBPlkplaNkc4pXf,gibaps,2.074,3
23080,dyGptkXA9e8VtwjnWC2zUM3W9jB4,StrikeAndStalk,4.608,118
23081,dyEMVIogqQm3X5NpyoTzbtrnmfP4,DynaLemm,2.016,2
23082,dyCDVwY9hpDzIh8Gl1th92cSET8b,neary,6.643,96
23083,dyBtgr4LisnphYclx6s3hImuiGKV,Brother Henry,4.335,57
23084,dy1p8pImdP16dkoEqxC4XbcYlve0,Censored,2.187,8
23085,dxyk05hnwcC7P602UPClNFMELdvg,JinksClip,2.162,3
23086,dxtE3uWkFkWH27j3ETHKel3u9xyA,proggoddess,2.017,2
23087,dxqFMk3MeEzvwfkASxB08u7FpVHQ,Knightnaut,2.042,5
23088,dxfgR1fLSJPNLzaYc0GdcnrdVWig,Watrmeln,2.337,7
23089,dxfaRCq4J9jwy3nO1VRjSfXpGEzN,Archivistt,2.351,9
23090,dxcPyz5oD9eLrfO8kJsKWVRbsfYJ,macrossthomas40,2.074,7
23091,dxanV3FzYN2R0aqtabfhMikGEiYD,blueplay,3.862,28
23092,dxP98Qyl327yzdj0EI7tZKA5kRJC,ninja576,4.729,68
23093,dxEa7CNYiNJCK9sM7JlzQ4Pcy366,Grady,2.372,14
23094,dxDnSx5OZJeM0K2IoJuzQAWpgarq,TheMadLad,4.523,65
23095,dxC2GtZEIqVzcC8GZM0ITTahCYOl,Cristiano Silvietti,3.772,28
23096,dx5uaSbGQ5vDnvd9cTeEazXxNbMe,PitchBlackNights,2.564,16
23097,dwvZV81DfkMqgCYw1KbIySa8q0TG,hot man one eyeball,4.104,43
23098,dwrVcl9gk619s7srMd40T0R8cUwu,Megunut,3.896,35
23099,dwprmExaekMcrYqyysxFpRFoGLke,Fried Chicken Crap,3.464,41
23100,dwp4zESONwfWJomnecaOJxsjYaOa,Gearheadmk2,4.373,147
23101,dwlgPyjH7Bc2NLFN03B6qQ3Igziq,Park,2.115,2
23102,dwk8dnn93l1zG8yfCJwklgKI8Io7,JessLovely,2.602,14
23103,dwiD3nxv4JylbQ4wg9k9AGnA7UO4,Beans,4.911,71
23104,dwPXpw6cm00P9vYy9hyYE0NX7FGi,Fudgenater,8.500,125
23105,dwI3M1SF5y41IDfIKOmMhFlj39c8,Derpy,2.165,3
23106,dwHVEh7HJLqjcLo9qGZfuEXxrR9M,Varskong,2.184,5
23107,dwHJj4HMr2dnjhZezsqIUoCL5pYt,Smogy,2.818,15
23108,dwGjjb8shAbTTP8GfMovnk37ZCNn,JAVALI ESTRANHO,2.237,3
23109,dw3MwUDCs596nMaJf7TT8VVP9jDV,Myooomy✩彡,2.084,6
23110,dvyHeGwtfrqI6XV9GCLwNq8fWDoX,JadedJaguar,2.052,2
23111,dvrv0drV3A4GGnIWoXCI918IpQmm,winterrose7661,2.025,1
23112,dvp1IaPoCt4Nw9ebnzcOQpMxfR9y,fly孙,2.100,2
23113,dvdrh6bnfTD7qoYUWRBBwatfoeXz,Creator-S,2.114,4
23114,dvdHEnZejJx8ikO8PdyFZZN9j95h,xXSilv3r25Xx,2.015,1
23115,dvWx5optTojMxtnrLd8YYrdnBKpO,Clungo,2.008,1
23116,dvToXLg62Hr5Vc7zPUx8fHVTLb4X,Alrefo,2.052,2
23117,dvTUyaBn5wYyYR9mmnijdBhtrDUK,SirMackDaddyII,2.879,16
23118,dvOJtLpaopLrA65rBRfTDJS7DmEt,nottoph,6.046,205
23119,dvNdTLu0t9wW414dM4OZEEqIlT6e,Ed The Stupid,2.050,3
23120,dvI5uU0b7jJWns0ypJZDs3Ey0Wnx,NibPicker,3.116,16
23121,dvDCX8izvP9wSCYfOWE5pmbQpF4G,Zel_84,2.219,6
23122,dvCGBkrWxK2pn55TTpSbV0waTKbL,abbywabby04,3.558,29
23123,dv5fe362SoSXoAY3fnIfe2TFol8X,KILKY_GOR,2.665,15
23124,dv4tlm0nIwxa8d25gMANrh1yYx7B,Captain Pac,5.605,50
23125,dunRYiL4tWMeaXT3RCuIOiUokpKc,高邦致,2.390,12
23126,dukJ8AFbucmg59WD7ajTDlqTQIvW,BergKatse72,2.452,22
23127,duhkkdHf38Sxto7L3h704nxKs331,Asterran,2.444,7
23128,duhhacDXOEHUATDsv1FupZHs8JGI,Jij Moreira,2.161,5
23129,duhKPcBMRVsaxDemajawkyL5W5iR,w0nderwho,5.039,148
23130,dubKgbpDxLYCIx185Xn5VF9ZTo0t,Taqibun,2.053,4
23131,duZ8x5TfpvznHkGyvjhdjsWXRBQR,Hayasaka,2.816,14
23132,duZ7UtuEb5tKFfSpAZszGOvlLppE,narenial,2.056,4
23133,duY4Z5XKvUrKTPGOxNsUNxW1w1Qo,Envy,2.296,7
23134,duWUkMBFyVwv8mS2xIYx7ZfIpR0T,Marlboro_zombie,2.100,2
23135,duV1mePCk0PzhkivVWMAQsLDbdWh,alicemiku,2.023,1
23136,duUYlRnmX7BsQdokIblQ9f2xWpgE,Alex!,4.938,83
23137,duTrfF7advsamWCA3mCExgR4RbFF,MisterDankMemes,2.444,9
23138,duSJlXpsgNpCF8NTVVVhGYT06SAW,Renaxis,2.086,2
23139,duNSqwfW003NtCuhIGAWdjwXaAs9,BunRem,4.474,129
23140,duGVWNbUp3KPNfZQHI5W3TNVQnE7,RoseRumbles,3.731,35
23141,duFK1dAe5vv5IgSiSIQm1dXm5fjd,DillyDally.wav,7.071,80
23142,duCa4RZeWJm0i5vjuvxyRS7jvo7T,Knocker,5.383,125
23143,duC0TRQOFQsjtaTF3A5W3St0Qav4,thisiskff,3.806,17
23144,du8QaMKsbHkNsT2YKo4XbuWaWc5x,DevoTea,2.004,1
23145,du8F8YEFbjHU45APdkYZeuyxBvIF,Pcb,2.299,4
23146,du6EtE8Ae9cuaAkFzYlDIK2gMuhf,KDG108,2.172,3
23147,du5irbceEP0xxNYqQtfj7fV0KyVb,Shoepots,4.116,29
23148,du4tWkC6EyGaaidDcEYOQ587TlrI,triona,4.637,76
23149,dtzPq5btNb7ClDAlQJUL5r9ImG7U,Tyrthyllanos,2.002,1
23150,dty8OX7k9BwJWHuCRMY1WAE3XRv2,Siguy353,2.715,16
23151,dty78AHLw2Pt4JaUg3mTvhT3rQ2e,oncadus,2.118,3
23152,dtl6fJxITONjJXRz5ECfVBLeErf5,Shadow Foe,2.239,8
23153,dti3PSgyP1Ia2SgNGH19p1UDOv9y,N_Drake_07,2.084,3
23154,dthclPwc6Kd74bJgmyjq6qLlsGgX,Fried Rice,3.438,20
23155,dtgsJ0780KOgZf9ueEvQrMwW7Fmx,Snowy☆,4.945,32
23156,dtftydRp0JSDJJddDym98o7cOEms,Isvy Red,2.375,4
23157,dtePe8oDVv5rZRkX4Gm0wNsHcBGy,MakeItMakeSushi,2.034,2
23158,dtd73SYpZwOilS2xqHEFHqgy8XqB,Sevnaerth,2.491,9
23159,dtWqOlFKF5ZjAaOXrGduJuc5r4gc,Plasty,2.130,5
23160,dtWQzHpJAJXh7TsYl7G9f7yzXUFU,Skye,2.277,4
23161,dtUgM01rbB9ekzrzWndqeubTTlwc,kbey4425,2.002,1
23162,dtUf8iBVXcXL50Jd56XUTpweos4l,ba9ka,3.149,19
23163,dtTiUJz8kyy6f37C5tJM9OHUYy1X,Boward_WOW_ard,4.199,60
23164,dtPqsBcZH4iIqOR44cF7eJZsyXc1,KittyBread,5.074,101
23165,dt6LVmU5qTqx0VOml3e2sdPV44KU,Strums,7.036,60
23166,dt516aMSAUCiaEWAFA0zKMdI2o74,nero devil,2.151,4
23167,dt2wPnZ6AVhAseeK3pjHhQ4ZD8xH,psychoslvt,4.377,94
23168,dt187AmoAEjyfKuOef4DE60mPNyh,Citron,3.126,101
23169,dsy1F56773hPieE6zBJVHn3SCRnO,koakuma,9.740,234
23170,dsrcSm4NjmV6ZYyJXQKf9KSdszK7,Skittlz,2.028,3
23171,dsrAGgNNzMFZxrrCTCHGqr4v2Zu8,pixels56,4.980,33
23172,dskELEiKSVq2AZh05fsm9E4ZyFvH,poopop82,2.310,7
23173,dshAxGd8D6Mi3Q61ywU3WgA509cO,AutumnalAuburn,4.055,46
23174,dsTsPseiUlFblHirnvtsPElkVFk2,Thatonechuga,2.028,2
23175,dsOL2SRJi1QiicFL2nQAMe3TcGtk,Bubbalem,2.165,4
23176,dsM2R6QSOq6QgwSOXqh3hVRZaA52,Scrumphly,3.635,19
23177,dsLtQ16fQQ28YNWC3pIZqphOzPo4,Lighty,2.010,1
23178,dsJ4Zv2DQrCRiyLbysPU6Fx1aefe,spring horse,9.740,122
23179,dsI3Y7DDB7lJEa0qilleQ2cVzOWR,charlie423,4.570,56
23180,dsG3WFUfsMfkCz3pjcW9TOMdcKFO,Bench,2.692,8
23181,dsEHfyj3H2W7IidaiyZWrxPYvar8,mohg lord of blood,5.785,79
23182,dsD8gPh8s5aZsF5ajlp59NXeDs8c,TheLegend27,2.297,8
23183,dsCGXEhUos9OxWvZDhKGmwnuOHMw,Wetadi,2.074,4
23184,ds9875fm9yjfFkUEgvpCZAPIsKXi,Mekkos,2.384,14
23185,ds55km6y2B3UUlUXsfV2Gkp38g8L,zer098,2.003,1
23186,ds3NBHiiYuZjIFwzHU0Zmtjob0jV,Yngvarr,2.018,1
23187,ds2NBe7YR1RoK8eHzooW1p5wcyjq,Rubea,3.653,33
23188,drtglskx6g07lFOc6V6QcHF816Do,burger,2.075,4
23189,drrLpGq0Ej2Lyaj0FIxkjfQ5AoNA,Violet Everclear,5.547,39
23190,drjWdIgibPQ4Js9RBiBNIRcVOS4K,Woodrow Wilson,4.335,64
23191,drih5guDbFJ7Twc9DMdnuT6d9KzH,mist,2.157,4
23192,dri9uWNqUuw4RuBooReJMIIPE6zE,YURIQUEEN,2.002,1
23193,dreqt2K0Oyj7hZNIQNLx1SZOerSF,Kyajin0,2.647,10
23194,drTLX4nHZbeXOZA3lZMrs38riVRb,GoldenPig2809,2.731,10
23195,drQekLhcBRm5Qod99d0PwA4xcOGJ,SUPER_WOLFIE_7,2.126,3
23196,drNCsmGWV6uZAEDfdhdGF0xxdLSR,Sesbian Lex,6.696,50
23197,drMyGNJRtlqUVPe6IuGB1h5Mi6LV,Zoid,3.295,14
23198,drLJy0y7SZy0s1KZljzuGYuteEC9,ViewyJoker6,3.775,116
23199,drIkI7DmLNUhnbL67jc5cgb8eUOU,abxyvg,2.681,13
23200,drHn0CF3V64OgnuFpvPpbPaSL0HU,DrWetwipe,2.082,2
23201,drGmgwiefMLCNQTLNLYvPCgVWhhJ,Enora,2.054,6
23202,drCh6QTls4t6oIsrJRMUYNyH0Ne3,Zeken,7.069,135
